qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,combined_decision,combined_label
wahm_143,msa,direct,allam,arabic_centric,أين تقع مدينة قوندر؟,إثيوبية,تقع مدينة قوندر في الهضبة الحبشية، على ارتفاع 2100م عن مستوى سطح البحر، وعلى بعد 140كم شمال شرق أديس أبابا، وهي عاصمة إقليم الأمهرا، وتبعد عن العاصمة أديس أبابا 220كم، وهي من المدن التاريخية القديمة، حيث يعود تاريخها إلى القرن الثالث عشر الميلادي، وقد كانت عاصمة لإثيوبيا من عام 1737 حتى عام 1804، وهي من المدن التي تحتوي على العديد من الآثار التاريخية، مثل: الكنائس، والأديرة، والقصور، والمتاحف، كما تحتوي على العديد من الأسواق، والحدائق، والميادين، وهي من المدن التي تحتوي على العديد من المؤسسات التعليمية، مثل: جامعة قوندر، وكلية العلوم، وكلية الطب، وكلية الزراعة، وكلية الهندسة، وكلية العلوم الإدارية، وكلية العلوم الإنسانية، وكلية العلوم التطبيقية، وكلية علوم الحاسوب، وكلية الفنون الجميلة، وكلية الموسيقى، وكلية التربية، وكلية الدراسات العليا، وكلية الدراسات الإسلامية، وكلية الدراسات القانونية، وكلية الدراسات التجارية، وكلية الدراسات الصحية، وكلية الدراسات السياحية، وكلية الدراسات البيئية، وكلية الدراسات اللغوية، وكلية الدراسات اللغوية التطبيقية، وكلية الدراسات اللغوية الأجنبية، وكلية الدراسات اللغوية الإنجليزية، وكلية الدراسات اللغوية الفرنسية، وكلية الدراسات اللغوية الإيطالية، وكلية الدراسات اللغوية الألمانية، وكلية الدراسات اللغوية الإسبانية، وكلية الدراسات اللغوية البرتغالية، وكلية الدراسات اللغوية الروسية، وكلية الدراسات اللغوية التركية، وكلية الدراسات اللغوية اليابانية، وكلية الدراسات اللغوية الصينية، وكلية الدراسات اللغوية الكورية، وكلية الدراسات اللغوية العربية، وكلية الدراسات اللغوية الفارسية، وكلية الدراسات اللغوية الهندية، وكلية الدراسات اللغوية البنغالية، وكلية الدراسات اللغوية السواحيلية، وكلية الدراسات اللغوية الأمهرية، وكلية الدراسات اللغوية الأورومية، وكلية الدراسات اللغوية التغريية، وكلية الدراسات اللغوية العفرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية التيجرية، وكلية الدراسات اللغوية,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:03:51+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_144,msa,direct,allam,arabic_centric,ما هي اكبر جائزة في مسابقة الخيول؟,"كأس دبي العالمي, كأس دبي العالمي  لسباق الخيل",أكبر جائزة في مسابقة الخيول هي جائزة كأس السعودية، التي تُقام سنويًا في المملكة العربية السعودية. تُعتبر هذه الجائزة من أغلى سباقات الخيل في العالم، حيث تصل قيمة الجائزة إلى ملايين الدولارات. تُقام سباقات كأس السعودية في ميدان الملك عبد العزيز للفروسية بالرياض، وتُشارك فيها خيول من مختلف أنحاء العالم، مما يجعلها حدثًا رياضيًا عالميًا يجذب اهتمام عشاق الفروسية من جميع أنحاء العالم.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:03:52+00:00,,0.400,defer,,0.013257,clean,0
wahm_145,msa,direct,allam,arabic_centric,متى ولد شارل ديغول؟,1890,"ولد شارل ديغول في 22 نوفمبر 1890م. وهو عسكري وسياسي فرنسي، شغل منصب رئيس الجمهورية الخامسة لفرنسا من 1959 حتى 1969. كان ديغول قائدًا للمقاومة الفرنسية أثناء الحرب العالمية الثانية، ولعب دورًا محوريًا في تأسيس الجمهورية الخامسة في فرنسا.
 أتمنى أن تكون إجابتي مفيدة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:03:53+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_146,msa,direct,allam,arabic_centric,متى ولد  بدر الدين الزركشي؟,745 هـ,"ولد بدر الدين الزركشي في سنة 711هـ، وهو محمد بن بهادر بن عبد الله التركي، المصري، الشافعي، أبو عبد الله، بدر الدين، المعروف بالزركشي، عالم بفقه الشافعية والأصول، تركي الأصل، ولد بمصر سنة 711هـ، وتعلم في القاهرة، وولي القضاء في دمشق، وعاد إلى مصر، فتوفي فيها سنة 794هـ، من تصانيفه: (البرهان في علوم القرآن)، و(تشنيف المسامع يجمع الجوامع)، و(البحر المحيط) في أصول الفقه، و(المنثور في القواعد)، و(شرح جمع الجوامع)، و(تشنيف السمع بإثبات الحرف)، و(الأجوبة المرضية عن أسئلة الأمير سيف الدين)، و(الغيث الذي انسجم في شرح البردة للبوصيري)، و(شرح مختصر التبريزي)، و(شرح التنبيه للشيرازي في فروع الشافعية)، و(نظم الجمان في علم البيان)، و(التذكرة)، و(شرح الأربعين النووية)، و(التذكرة في علوم الحديث)، و(إعلام الساجد بأحكام المساجد)، و(تخريج أحاديث الرافعي)، و(شرح الأربعين في التوحيد)، و(تذكرة الطالب المعلم في كيفية النطق بـ ""اللام"" المشددة في الكلم)، و(تذكرة الأنام في تحريم الخمر واللواط، والقمار والسموم)، و(تذكرة النبيه في تنبيه الفقيه)، و(تذكرة الحفاظ وتبصرة الأيقاظ)، و(تذكرة في الأسماء النبوية)، و(تذكرة في القراآت)، و(تذكرة في تفسير قوله تعالى: {وما قدروا الله حق قدره})، و(تذكرة في غريب القرآن)، و(تذكرة في علم الخط)، و(تذكرة في علم العروض والقوافي)، و(تذكرة في علم المواريث)، و(تذكرة في علم المناظرة)، و(تذكرة في علم الجدل)، و(تذكرة في علم الحساب)، و(تذكرة في علم العروض والقوافي)، و(تذكرة في علم المناظرة)، و(تذكرة في علم الجدل)، و(تذكرة في علم الحساب)، و(تذكرة في علم الميقات)، و(تذكرة في علم النجوم)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الوفق)، و(تذكرة في علم الو",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:03:59+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_147,msa,direct,allam,arabic_centric,ماهى الأدوية ؟,أية مادة تستعمل في تشخيص أو معالجة الأمراض التي تصيب الإنسان أو الحيوان، أو التي تفيد في تخفيف وطأتها أو الوقاية منها,الأدوية هي مواد تُستخدم لعلاج الأمراض والوقاية منها، وتخفيف الأعراض، وتحسين الصحة العامة. تشمل الأدوية مجموعة واسعة من المنتجات، مثل المضادات الحيوية لعلاج العدوى البكتيرية، والمسكنات لتخفيف الألم، والمضادات الحيوية لعلاج الالتهابات، وأدوية خفض الكوليسترول، وأدوية السكري، وأدوية ضغط الدم، وأدوية الاكتئاب، وأدوية القلق، وأدوية الحساسية، وأدوية الربو، وأدوية النوم، وأدوية الإسهال، وأدوية الغثيان، وأدوية الإمساك، وأدوية الإسهال، وأدوية الصداع، وأدوية الألم، وأدوية البرد، وأدوية السعال، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية، وأدوية الحساسية،,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:06+00:00,,0.375,hallucinated,heavy_repetition,,hallucinated,1
wahm_148,msa,direct,allam,arabic_centric,اين توجد مدينة الحبيلين؟,محافظة لحج,تقع مدينة الحبيلين في محافظة لحج، على بعد 100 كم تقريباً إلى الشمال الشرقي من عدن، وعلى بعد 15 كم إلى الجنوب الغربي من مدينة ردفان، وعلى بعد 20 كم إلى الشمال الغربي من مدينة يافع، وعلى بعد 10 كم إلى الجنوب الشرقي من مدينة الضالع، وعلى بعد 15 كم إلى الشمال الشرقي من مدينة تبن، وعلى بعد 20 كم إلى الجنوب الغربي من مدينة طور الباحة، وعلى بعد 25 كم إلى الشمال الغربي من مدينة العند، وعلى بعد 30 كم إلى الجنوب الشرقي من مدينة الحوطة، وعلى بعد 35 كم إلى الشمال الشرقي من مدينة الضالع، وعلى بعد 40 كم إلى الجنوب الغربي من مدينة زنجبار، وعلى بعد 45 كم إلى الشمال الشرقي من مدينة عدن، وعلى بعد 50 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 55 كم إلى الشمال الغربي من مدينة الضالع، وعلى بعد 60 كم إلى الجنوب الشرقي من مدينة إب، وعلى بعد 65 كم إلى الشمال الشرقي من مدينة عدن، وعلى بعد 70 كم إلى الجنوب الغربي من مدينة تعز، وعلى بعد 75 كم إلى الشمال الشرقي من مدينة زنجبار، وعلى بعد 80 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 85 كم إلى الشمال الغربي من مدينة عدن، وعلى بعد 90 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 95 كم إلى الشمال الشرقي من مدينة زنجبار، وعلى بعد 100 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 105 كم إلى الشمال الغربي من مدينة عدن، وعلى بعد 110 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 115 كم إلى الشمال الشرقي من مدينة زنجبار، وعلى بعد 120 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 125 كم إلى الشمال الغربي من مدينة عدن، وعلى بعد 130 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 135 كم إلى الشمال الشرقي من مدينة زنجبار، وعلى بعد 140 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 145 كم إلى الشمال الغربي من مدينة عدن، وعلى بعد 150 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 155 كم إلى الشمال الشرقي من مدينة زنجبار، وعلى بعد 160 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 165 كم إلى الشمال الغربي من مدينة عدن، وعلى بعد 170 كم إلى الجنوب الشرقي من مدينة تعز، وعلى بعد 175 كم إلى,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:12+00:00,,1.000,clean,,,clean,0
wahm_149,msa,direct,allam,arabic_centric,ما هي السرطانة المشيمائية؟,ورم خبيث أرومي غاذي[1] ينشأ عادةً في المشيمة,"السرطانة المشيمائية (Chorio carcinoma) هي نوع نادر من السرطان الذي ينشأ في المشيمة، وهي النسيج الذي يدعم الجنين أثناء الحمل. هذا النوع من السرطان يمكن أن يحدث في أي مرحلة من مراحل الحمل، ولكنه غالبًا ما يتم تشخيصه في الثلث الثاني أو الثالث من الحمل.

تشمل أعراض السرطانة المشيمائية ما يلي:
1. نزيف مهبلي غير طبيعي.
2. ألم في البطن.
3. زيادة سريعة في حجم البطن.
4. إفرازات مهبلية غير طبيعية.
5. أعراض أخرى مثل الحمى، فقدان الوزن، أو التعب الشديد.

تشخيص السرطانة المشيمائية يتطلب عادةً فحصًا دقيقًا من قبل أخصائي أمراض النساء والتوليد، وقد يشمل الفحوصات التالية:
- الفحص السريري.
- الفحوصات المخبرية مثل فحص الدم والبول.
- التصوير بالموجات فوق الصوتية.
- التصوير بالرنين المغناطيسي (MRI).
- أخذ عينات من الأنسجة (خزعة).

العلاج يعتمد على مرحلة السرطان ومدى انتشاره، وقد يشمل الجراحة، العلاج الكيميائي، أو العلاج الإشعاعي. من المهم أن يتم متابعة الحالة مع فريق طبي متخصص لضمان أفضل رعاية ممكنة.

السرطانة المشيمائية هي حالة نادرة وخطيرة، لذا من الضروري الحصول على تشخيص دقيق وعلاج مناسب في أقرب وقت ممكن.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:16+00:00,,0.556,defer,,0.994346,hallucinated,1
wahm_150,msa,direct,allam,arabic_centric,متى  تأسس  المسرح اليديشي؟,1876,"تأسس المسرح اليديشي في عام 1908، وكان جزءًا من الحركة الثقافية اليهودية التي سعت إلى الحفاظ على اللغة والثقافة اليهودية في ظل التحديات التي واجهتها المجتمعات اليهودية في شرق أوروبا. كان المسرح اليديشي وسيلة للتعبير الفني والثقافي، حيث قدم أعمالًا أدبية ومسرحية باللغة اليديشية، وهي لغة كانت تُستخدم في الحياة اليومية بين اليهود في تلك المناطق.

المسرح اليديشي لم يكن مجرد وسيلة للترفيه، بل كان أيضًا أداة لتعزيز الهوية الثقافية، حيث ساهم في الحفاظ على التراث الأدبي والفني اليهودي، ونقل القيم والتقاليد من جيل إلى جيل. وقد لعب هذا المسرح دورًا كبيرًا في تعزيز الوعي الثقافي بين اليهود، وساهم في تشكيل الهوية الثقافية اليهودية في تلك الفترة.

من خلال تقديم أعمال أدبية ومسرحية تعكس الحياة اليومية والتجارب الإنسانية، ساهم المسرح اليديشي في إثراء الثقافة اليهودية وتعزيز الروابط بين أفراد المجتمع اليهودي، مما جعله جزءًا لا يتجزأ من التراث الثقافي اليهودي.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:18+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_151,msa,direct,allam,arabic_centric,اين توجد مدينة بيشاور؟,"خیبر بختونخوا, باكستان",تقع مدينة بيشاور في شمال غرب باكستان، وهي عاصمة إقليم خيبر بختونخوا، كما أنها تُعدّ بوابةً إلى المناطق القبلية الواقعة شمال غرب باكستان، وهي منطقةٌ ذات أهميةٍ كبيرةٍ في المنطقة، حيث تقع على الحدود مع أفغانستان، كما تُعتبر مركزًا تجاريًا مهمًا، بالإضافة إلى أنها مركزٌ ثقافيٌّ مهمٌّ في المنطقة، حيث تحتوي على العديد من المعالم التاريخية والثقافية، مثل: المساجد، والأسواق، والمتاحف، والمكتبات، والمعارض الفنية، والمراكز الثقافية، كما تُعتبر بيشاور أيضًا مركزًا للتعليم، حيث تحتوي على العديد من الجامعات، والمدارس، والمعاهد، كما تُعتبر بيشاور أيضًا مركزًا صحيًا مهمًا، حيث تحتوي على العديد من المستشفيات، والعيادات، والمراكز الصحية، كما تُعتبر بيشاور أيضًا مركزًا رياضيًا مهمًا، حيث تحتوي على العديد من الملاعب، والصالات الرياضية، والمراكز الرياضية، كما تُعتبر بيشاور أيضًا مركزًا سياحيًا مهمًا، حيث تحتوي على العديد من المعالم السياحية، مثل: الحدائق، والمتنزهات، والمتاحف، والمعارض، والمراكز الثقافية، كما تُعتبر بيشاور أيضًا مركزًا ثقافيًا مهمًا، حيث تحتوي على العديد من الفعاليات الثقافية، مثل: المهرجانات، والمعارض، والحفلات الموسيقية، والعروض المسرحية، كما تُعتبر بيشاور أيضًا مركزًا اقتصاديًا مهمًا، حيث تحتوي على العديد من الشركات، والمصانع، والأسواق، والمراكز التجارية، كما تُعتبر بيشاور أيضًا مركزًا اجتماعيًا مهمًا، حيث تحتوي على العديد من الجمعيات، والمنظمات، والمؤسسات، كما تُعتبر بيشاور أيضًا مركزًا دينيًا مهمًا، حيث تحتوي على العديد من المساجد، والمراكز الدينية، كما تُعتبر بيشاور أيضًا مركزًا علميًا مهمًا، حيث تحتوي على العديد من الجامعات، والمعاهد، والمراكز البحثية، كما تُعتبر بيشاور أيضًا مركزًا فنيًا مهمًا، حيث تحتوي على العديد من الفنانين، والمبدعين، والموهوبين، كما تُعتبر بيشاور أيضًا مركزًا رياضيًا مهمًا، حيث تحتوي على العديد من الرياضيين، والموهوبين، والمبدعين، كما تُعتبر بيشاور أيضًا مركزًا صحيًا مهمًا، حيث تحتوي على العديد من المستشفيات، والعيادات، والمراكز الصحية، كما تُعتبر بيشاور أيضًا مركزًا ثقافيًا مهمًا، حيث تحتوي على العديد من الفعاليات الثقافية، كما تُعتبر بيشاور أيضًا مركزًا سياحيًا مهمًا، حيث تحتوي على العديد من المعالم السياحية، كما تُعتبر بيشاور أيضًا مركزًا اقتصاديًا مهمًا، حيث تحتوي على العديد من الشركات، والمصانع، والأسواق، والمراكز التجارية، كما تُعتبر بيشاور أيضًا مركزًا اجتماعيًا مهم,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:24+00:00,,1.000,clean,,,clean,0
wahm_152,msa,direct,allam,arabic_centric,متى نشبت معركة دوروستولون؟,971,"نشبت معركة دوروستولون في عام 622 هـ / 1226 م، بين المغول بقيادة جنكيز خان، والإمبراطورية الخوارزمية بقيادة السلطان علاء الدين محمد خوارزمشاه. وقد وقعت المعركة في منطقة دوروستولون، التي تقع في ما يُعرف اليوم بأوزبكستان.

كانت هذه المعركة جزءًا من الصراع الطويل بين المغول والخوارزميين، والذي بدأ بعد أن غزا جنكيز خان الأراضي الخوارزمية في عام 1219 م. وقد أدت هذه الغزوات إلى تدمير العديد من المدن، بما في ذلك بخارى وسمرقند، وأدت إلى مقتل الآلاف من السكان.

انتهت معركة دوروستولون بانتصار المغول، مما أدى إلى سقوط الإمبراطورية الخوارزمية وتفككها. وقد كان لهذا الحدث تأثير كبير على المنطقة، حيث أدى إلى تغييرات سياسية واجتماعية كبيرة، وساهم في انتشار الإسلام في آسيا الوسطى.

تُعد معركة دوروستولون واحدة من المعارك الحاسمة في التاريخ الإسلامي، حيث شكلت نقطة تحول في العلاقات بين المغول والإمبراطورية الخوارزمية، وأثرت بشكل كبير على مسار التاريخ في المنطقة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:27+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_153,msa,direct,allam,arabic_centric,كم استمر حكم السلطان عبد الحميد الثاني؟,ثلاثين سنة,استمر حكم السلطان عبد الحميد الثاني 33 عامًا، من 1876 حتى 1909، حيث واجه خلال فترة حكمه العديد من التحديات الداخلية والخارجية، بما في ذلك الحركات القومية التي كانت تسعى إلى الاستقلال، مثل الحركة الأرمنية والحركة اليونانية. كما واجه السلطان عبد الحميد الثاني محاولات انقلاب، أبرزها انقلاب 27 أبريل 1909، الذي أدى إلى عزله. وقد تميزت فترة حكمه بالتركيز على تعزيز الوحدة الإسلامية، خاصة في مواجهة التحديات الاستعمارية الأوروبية، كما شهدت فترة حكمه تطورات كبيرة في مجالات التعليم والبنية التحتية، مثل بناء سكة حديد الحجاز، التي كانت تهدف إلى تعزيز الروابط بين مختلف مناطق الدولة العثمانية.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:29+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_154,msa,direct,allam,arabic_centric,أين كانت منطقة مملكة كوش؟,"جنوب الشلال الأول والواوات على شماله في بلاد النوبة العليا والسفلى, بلاد النوبة العليا والسفلى","كانت منطقة مملكة كوش تقع في شمال السودان الحالي، بالقرب من الشلال الرابع لنهر النيل. كانت هذه المنطقة تُعرف في العصور القديمة باسم ""نوبيا""، وهي منطقة غنية بالتاريخ والثقافة. مملكة كوش كانت واحدة من الممالك القوية التي ازدهرت في هذه المنطقة، واشتهرت بتجارتها مع مصر القديمة، حيث كانت تُصدّر الذهب والعاج إلى مصر. كما أن هذه المملكة كانت معروفة بتطورها في مجالات العمارة والفنون، حيث بُنيت العديد من المعابد والمقابر الضخمة التي تعكس ثراء الحضارة الكوشية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:30+00:00,,0.182,defer,,0.518243,hallucinated,1
wahm_155,msa,direct,allam,arabic_centric,"متى تاسس جهاز المخابرات الاسرائيلي ""الموساد""؟",13 ديسمبر 1949,"تأسس جهاز المخابرات الإسرائيلي ""الموساد"" في 13 ديسمبر 1949م، وهو جهاز الاستخبارات الرئيسي في إسرائيل، ويُعرف أيضًا باسم ""موساد لعالياه بت"" (بالعبرية: מוסד העולם להתקדמות בישראל). يُعتبر الموساد مسؤولًا عن تنفيذ عمليات سرية خارج حدود إسرائيل، بما في ذلك جمع المعلومات الاستخباراتية، وتنفيذ العمليات الخاصة، ومكافحة الإرهاب. يُعتبر هذا الجهاز من أكثر الأجهزة الاستخباراتية سرية وفعالية في العالم، وله دور كبير في تشكيل السياسة الخارجية والأمنية لإسرائيل.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:32+00:00,,0.667,defer,,0.017761,clean,0
wahm_156,msa,direct,allam,arabic_centric,ما هي الترجمة اليونانية لكلمة البطريرك؟,الأب الرئيس,"الترجمة اليونانية لكلمة ""البطريرك"" هي ""Βασιλεύς των Εκκλησιών"" والتي تُنطق ""Basileus ton Ekklēsiōn"". البطريرك هو القائد الروحي الأعلى لكنيسة معينة، وغالبًا ما يكون له دور سياسي أيضًا في بعض الكنائس التاريخية مثل الكنيسة الأرثوذكسية الشرقية. في السياق التاريخي، كان البطريرك يُعتبر حاكمًا روحيًا وزمنيًا على منطقة معينة، مثل بطريرك القسطنطينية الذي كان يُعتبر رأسًا للكنيسة الأرثوذكسية الشرقية.

تاريخيًا، كانت هناك بطاركة في القدس والإسكندرية وأنطاكية، بالإضافة إلى بطريرك القسطنطينية. هذه البطاركة كانوا يُعتبرون قادة روحيين وزمنيين، وكان لهم دور كبير في إدارة شؤون الكنيسة والمجتمع في العصور الوسطى.

لذا، الترجمة اليونانية لكلمة ""بطريرك"" تعكس هذا الدور القيادي الروحي والزمني الذي كان يتمتع به البطاركة في العصور القديمة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:35+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_157,msa,direct,allam,arabic_centric,أين دفن إلوي ألفارو ؟,مقبرة عامة في كيتو,"دفن إلوي ألفارو في مقبرة العائلة في مدينة ميديلين، كولومبيا. وقد تم نقل رفاته لاحقًا إلى ضريح خاص في كنيسة سان فرانسيسكو دي أسيس في مدينة ميديلين، حيث تم تكريمه كأحد أبطال البلاد. 

أتمنى أن تكون إجابتي مفيدة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:36+00:00,,0.500,defer,,0.174856,clean,0
wahm_158,msa,direct,allam,arabic_centric,متى إفتتحت جامعة أم القرى؟,1369 هـ,"جامعة أم القرى هي جامعة حكومية سعودية تقع في مدينة مكة المكرمة غرب المملكة العربية السعودية، وتُعد جامعة أم القرى من أقدم الجامعات في المملكة، حيث تأسست في عام 1949م، وهي واحدة من سبع جامعات تأسست في عهد الملك سعود بن عبد العزيز آل سعود. تأسست الجامعة في البداية كمعهد علمي ديني في مكة المكرمة، ثم تطورت لتصبح جامعة مستقلة تضم العديد من الكليات والمعاهد العلمية.

تضم جامعة أم القرى العديد من الكليات التي تقدم برامج في مختلف التخصصات العلمية، بما في ذلك العلوم الشرعية، والعلوم الطبيعية، والعلوم الإدارية، والعلوم الصحية. كما أن الجامعة تولي اهتمامًا كبيرًا بالبحث العلمي، وتسعى إلى تعزيز التعاون مع المؤسسات الأكاديمية والبحثية المحلية والدولية.

تعد جامعة أم القرى من المؤسسات التعليمية الرائدة في المملكة، وتلعب دورًا مهمًا في تطوير المعرفة وتعزيز البحث العلمي، بما يتماشى مع رؤية المملكة 2030 التي تهدف إلى تعزيز التعليم العالي وتطوير الكفاءات الوطنية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:38+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_159,msa,direct,allam,arabic_centric,كم دوري أنجليزي تحصل عليه نادي مانشستر يونايتد لكرة القدم؟,20,"نادي مانشستر يونايتد لكرة القدم، المعروف أيضًا باسم ""الشياطين الحمر""، هو واحد من أكثر الأندية نجاحًا في تاريخ كرة القدم الإنجليزية. وقد فاز بالدوري الإنجليزي الممتاز 13 مرة، مما يجعله النادي الأكثر تتويجًا في تاريخ البطولة.

الدوريات التي فاز بها مانشستر يونايتد في إنجلترا هي:
- الدوري الإنجليزي الممتاز: 13 مرة (1908، 1911، 1952، 1956، 1957، 1965، 1990، 1992، 1993، 1996، 2001، 2007، و2011).

بالإضافة إلى ذلك، فاز مانشستر يونايتد بالعديد من البطولات الأخرى محليًا ودوليًا، مما يجعله واحدًا من أكثر الأندية نجاحًا في تاريخ كرة القدم.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:40+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_160,msa,direct,allam,arabic_centric,ماهى عاصمة آيرلندا الشمالية ؟,بلفاست,بلفاست,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:40+00:00,,1.000,clean,,,clean,0
