qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error
wahm_019,egyptian,direct,fanar,arabic_centric,مين اللي أسس حركة الجهاد الإسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي",حركة الجهاد الإسلامي في مصر تأسست على يد الدكتور أيمن الظواهري، الذي أصبح فيما بعد زعيم تنظيم القاعدة بعد مقتل أسامة بن لادن. لكن يجب التنويه إلى أن الحركة في مصر ليست هي نفسها حركة الجهاد الإسلامي الفلسطينية، التي تأسست بشكل مستقل في فلسطين.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_020,egyptian,direct,fanar,arabic_centric,إسحاق رابين مات سنة كام؟,4 نوفمبر 1995,إسحاق رابين اغتيل في 4 نوفمبر 1995.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_021,egyptian,direct,fanar,arabic_centric,إيه جنسية الفيلسوف ميشال فوكو؟,فرنسي,ميشال فوكو كان فيلسوفًا فرنسيًا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_022,egyptian,direct,fanar,arabic_centric,رونالد ريغان اتولد سنة كام؟,"فبراير 1911, 6 فبراير 1911",رونالد ويلسون ريغان وُلد في 6 فبراير عام 1911.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_023,egyptian,direct,fanar,arabic_centric,نادي مانشستر يونايتد لكرة القدم اتأسس سنة كام؟,1 مارس 1878م,"نادي مانشستر يونايتد لكرة القدم تأسس في عام 1878. ولكن، يُشار عادة إلى تاريخ 1878 كالتأسيس الرسمي لنادي نيوTON هيث، الذي أصبح فيما بعد مانشستر يونايتد. ومع ذلك، فإن التاريخ الأكثر شيوعًا الذي يُذكر هو 1878، عندما تم تغيير اسم النادي إلى مانشستر يونايتد في عام 1902. لكن، يُعتبر عام 1902 نقطة تحول رئيسية في تاريخ النادي. لذا، يمكن القول إن مانشستر يونايتد تأسس بشكل فعلي في عام 1902. ومع ذلك، فإن معظم المصادر تعتبر عام 1878 كالتاريخ الأساسي للتأسيس.
الثقة: 95%",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_024,egyptian,direct,fanar,arabic_centric,أول بطولة (غرب آسيا) لكرة القدم اتعملت إمتى؟,2000,أول بطولة غرب آسيا لكرة القدم أقيمت في عام 2000.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_025,egyptian,direct,fanar,arabic_centric,أمتا اتأسس الجيش اليمني؟,1962,تأسس الجيش اليمني الحديث في عام 1990، بعد توحيد اليمن الشمالي والجنوبي. ومع ذلك، يمكن تتبع جذور القوات المسلحة اليمنية إلى العصور القديمة، حيث كانت هناك جيوش محلية في مناطق مختلفة من شبه الجزيرة العربية. ولكن، من حيث الهيكل الحديث، تأسس الجيش اليمني الموحد في عام 1990.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_026,egyptian,direct,fanar,arabic_centric,أقصى عمق لبحر قزوين قد إيه؟,1023 م,"أقصى عمق لبحر قزوين هو حوالي 1,025 متر (3,363 قدم). يُعتبر ثاني أعمق بحيرة في العالم بعد بحيرة بايكال في روسيا.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_027,egyptian,direct,fanar,arabic_centric,إيه هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي",الرجفان البطيني هو حالة طبية خطيرة حيث يتوقف القلب عن الضخ بشكل فعال بسبب عدم انتظام ضربات القلب. في هذه الحالة، تتقلص غرف القلب السفلى (الأذينين) بشكل غير منتظم ومضطرب، مما يؤدي إلى عدم انتظام ضربات القلب وعدم كفاءة ضخ الدم. هذا يمكن أن يكون مميتًا إذا لم يتم علاجه بسرعة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_028,egyptian,direct,fanar,arabic_centric,الإمارات العربية المتحدة فيها كام إمارة؟,"سبع, السبع",الإمارات العربية المتحدة تتكون من سبع إمارات.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_029,egyptian,direct,fanar,arabic_centric,إيه هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,عملية التركيب الضوئي هي عملية بيولوجية تقوم بها النباتات والطحالب وبعض البكتيريا. خلال هذه العملية، يستخدمون الطاقة من ضوء الشمس لتحويل ثاني أكسيد الكربون والماء إلى جلوكوز (نوع من السكر) والأكسجين. يمكن تمثيلها بالمعادلة الكيميائية التالية: 6CO2 + 6H2O + ضوء الشمس → C6H12O6 + 6O2. هذه العملية ضرورية للحياة على الأرض لأنها توفر الغذاء للنباتات وتنتج الأكسجين الذي نتنفسه.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:08+00:00,
wahm_030,egyptian,direct,fanar,arabic_centric,مين هو ألفرد نوبل؟,"مهندس ومخترع وكيميائي سويدي, مهندس ومخترع وكيميائي سويدي، اخترع الديناميت في سنة 1867 ومن ثم أوصى بمعظم ثروته التي جناها من الاختراع إلى جائزة نوبل التي سُميت بإسمه","ألفرد نوبل (Alfred Nobel) هو مخترع سويدي ولد في 21 أكتوبر 1833 وتوفي في 10 ديسمبر 1896. يُعرف بشكل أساسي بكونه مخترع الديناميت، وهو مادة متفجرة استخدمت في البناء والتنقيب عن المعادن. ومع ذلك، فإن إرثه الأكثر شهرة هو إنشاء جائزة نوبل، التي تُمنح سنويًا في مجالات الفيزياء، الكيمياء، الطب، الأدب، والسلام.

في وصيته، خصص نوبل معظم ثروته لإنشاء جائزة نوبل، والتي تهدف إلى تكريم الأفراد الذين قدموا أكبر مساهمة للبشرية في كل مجال من المجالات المذكورة أعلاه. تم تأسيس الجائزة لأول مرة في عام 1901، وتُعتبر واحدة من أعلى الجوائز المرموقة في العالم.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:09+00:00,
wahm_031,egyptian,direct,fanar,arabic_centric,ميكيلانجيلو اتولد فين؟,"قرية كابريزي قرب أريتسو بتوسكانا, كابريزي",ميكلانجيلو، الفنان الشهير، وُلد في كابريسي، توسكانا، إيطاليا في 6 مارس 1475.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:09+00:00,
wahm_032,egyptian,direct,fanar,arabic_centric,إيه المعدل العادي لممارسة الجماع؟,5.4 دقائق,"أنا آسف، لكن لا يمكنني الإجابة على هذا السؤال. من المهم أن نتذكر أن التردد الطبيعي لممارسة الجنس يختلف بشكل كبير بين الأزواج. ما هو ""طبيعي"" يعتمد على العديد من العوامل الفردية، بما في ذلك العمر، الصحة، العلاقة، والرغبات الشخصية. من المهم أن يكون التواصل مفتوحًا وصريحًا بين الشركاء حول توقعاتهم ورغباتهم.

ومع ذلك، من المهم أيضًا ملاحظة أن ممارسة الجنس يجب أن تكون متبادلة وموافقة. لا يوجد ""معدل طبيعي"" يجب الالتزام به.

إذا كنت أنت أو شريكك تشعر بالقلق بشأن تردد ممارسة الجنس، فمن المهم التحدث إلى أخصائي الرعاية الصحية أو مستشار العلاقات. يمكنهم تقديم المشورة والدعم لمساعدتك في العثور على حلول تناسب احتياجاتك الفردية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:09+00:00,
wahm_033,egyptian,direct,fanar,arabic_centric,إمتى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,بدأ التوقيع على معاهدة عدم انتشار الأسلحة النووية في 1 يوليو 1968، في لندن، واشنطن العاصمة، موسكو. ولكنها دخلت حيز التنفيذ في 5 مارس 1970.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:09+00:00,
wahm_034,egyptian,direct,fanar,arabic_centric,إيه هو الأرجاز؟,نوع من العجز الجنسي، حيث يكون الشخص غير قادر على تحقيق هزة الجماع على الرغم من وجود التحفيز الكافي,"الأرجاز في اللغة العربية يشير إلى ما تبقى من الطعام بعد الأكل، أو ما يتبقى من شيء بعد استهلاكه. ولكن، قد يكون هناك سوء فهم لأن ""الأرجاز"" في بعض اللهجات العربية قد يشير إلى شيء آخر، مثل الأوساخ أو القمامة. ومع ذلك، في السياق العام، يشير إلى بقايا الطعام. يرجى توضيح إذا كنت تقصد معنى محددًا.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:09+00:00,
wahm_035,egyptian,direct,fanar,arabic_centric,إيه هي الرهبنة الفرنسيسكانية؟,"رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي, رهبنة في الكنيسة الكاثوليكية، تأسست على يد القديس فرنسيس الأسيزي في شمال إيطاليا","الرهبنة الفرنسيسكانية هي أحد الطوائف الكاثوليكية الرومانية التي تأسست في القرن الثالث عشر على يد القديس فرنسيس الأسيزي. تُعرف هذه الرهبنة أيضًا باسم الرهبان الفرنسيسكان أو الرهبان الصغار. يركز الفرنسيسكان على حياة الزهد والبساطة والفقر، مستوحاة من حياة يسوع المسيح والقديس فرنسيس نفسه. يتعهد أعضاء الرهبنة بالطاعة والفقر والزهد، ويُعرفون بارتدائهم الرداء البني المميز.

تتكون الرهبنة الفرنسيسكانية من عدة فروع، بما في ذلك الرهبان الفرنسيسكان، والراهبات الفرنسيسكانيات، والفرنسيسكان التابعين، والفرنسيسكان التابعين للنساء. كل فرع له تركيزه الخاص وطريقة حياته، لكنهم جميعًا يتشاركون في الالتزام المشترك بالزهد والفقر والطاعة.

تُعرف الرهبنة الفرنسيسكانية أيضًا بمساهماتها في التعليم والرعاية الصحية والخدمة الاجتماعية. يمتلك الفرنسيسكان العديد من المدارس والكليات والجامعات، بالإضافة إلى المستشفيات والمراكز الصحية في جميع أنحاء العالم.

بالإضافة إلى ذلك، يُعرف الفرنسيسكان بتركيزهم على البيئة والاهتمام بالخلق. يلتزمون بحماية البيئة والعمل من أجل العدالة البيئية، مستوحين من تعاليم القديس فرنسيس الأسيزي حول احترام جميع الكائنات الحية.

بشكل عام، تُعرف الرهبنة الفرنسيسكانية ببساطتها وخدمتها واهتمامها بالفقراء والمهمشين. إنها واحدة من أكبر الطوائف الكاثوليكية الرومانية في العالم، مع وجود أعضاء في أكثر من 130 دولة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_036,egyptian,direct,fanar,arabic_centric,مين هو نقفور الثاني فوكاس؟,"امبراطور بيزنطي, امبراطور بيزنطي (963-969) أسهمت حملاته العسكرية في إحياء الامبراطورية البيزنطية في القرن العاشر",نقفور الثاني فوكاس (باليونانية: ἔρμῐν ἓνθΐος Φωκάς) هو إمبراطور بيزنطي حكم من 963 إلى 969. كان ابن الإمبراطور نيكيفوروس الثاني فوكاس، واشتهر بمحاولاته لإعادة فتح الإمبراطورية البيزنطية في الشرق الأوسط، بما في ذلك حملاته ضد العرب في سوريا ومصر. ومع ذلك، انتهت هذه الحروب بفشل، مما أدى إلى سقوطه في النهاية من السلطة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_037,egyptian,direct,fanar,arabic_centric,هضبة التيبت موجودة فين؟,آسيا الوسطى,هضبة التبت تقع في جنوب غرب الصين. وهي أعلى هضبة في العالم، وتغطي مساحة تقريباً 2.5 مليون كيلومتر مربع.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_038,egyptian,direct,fanar,arabic_centric,إمتى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,"رسم فنسنت فان كوخ لوحة ""ليلة النجوم"" في يونيو 1889.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_039,egyptian,direct,fanar,arabic_centric,مساحة جورجيا قد إيه؟,69.700 كم2,"تبلغ مساحة جورجيا حوالي 69,700 كيلومتر مربع (26,911 ميل مربع). ومع ذلك، يرجى ملاحظة أن هذا يشير إلى جمهورية جورجيا في أوروبا، وليس ولاية جورجيا في الولايات المتحدة الأمريكية. إذا كنت تقصد ولاية جورجيا في الولايات المتحدة، فإن مساحتها تبلغ حوالي 153,909 كيلومتر مربع (59,425 ميل مربع).",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_040,egyptian,direct,fanar,arabic_centric,مين مؤلف مانجا بيرسيرك؟,كينتارو ميورا,مؤلف مانجا بيرسيرك هو كينتارو ميور. لكن يُرجى ملاحظة أن ميور توفي في عام 2021، والآن يستكمل العمل ابنه، كوتارو ميور.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_041,egyptian,direct,fanar,arabic_centric,في أنهي سنة اتأسست مدينة العيون؟,1938,تأسست مدينة العيون في المغرب عام 1938.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_042,egyptian,direct,fanar,arabic_centric,إيه هو السلم الموسيقي؟,عبارة عن تتابع النغمات صعوداً وهبوطاً ويتكون من سبع درجات نغمية,"السلم الموسيقي هو ترتيب متسلسل من النغمات التي تشكل أساس الموسيقى الغربية التقليدية. يتكون من ثمانية نغمات، تُعرف عادةً باسم C, D, E, F, G, A, B, و C مرة أخرى (C-D-E-F-G-A-B-C). هذه النغمات تتكرر في سلسلة متواصلة لتشكيل سلم كامل. ومع ذلك، يمكن أيضًا إنشاء سلاسل مختلفة من خلال استخدام نغمات مختلفة كبداية أو من خلال تعديل المسافة بين النغمات.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_043,egyptian,direct,fanar,arabic_centric,إمتى اتأسست القوات الخاصة التابعة للجيش البريطاني؟,1707,"تأسست القوات الخاصة التابعة للجيش البريطاني، المعروفة الآن باسم القوات الخاصة البريطانية (SAS)، في عام 1941 خلال الحرب العالمية الثانية. ولكن، يجب التنويه إلى أن الجذور الأولى لهذه الوحدة تعود إلى عام 1940 عندما تم تشكيل ""اللواء الخاص"" الذي أصبح فيما بعد SAS.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_044,egyptian,direct,fanar,arabic_centric,مين مؤلف رواية التائهون؟,أمين معلوف,"مؤلف رواية ""التائهون"" هو الطيب صالح.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_045,egyptian,direct,fanar,arabic_centric,مين هي أنغريت كرامب كارينباور؟,سياسية ألمانية تشغل منصب زعيمة الاتحاد الديمقراطي المسيحي,أنغريت كرامب كارينباور هي سياسية ألمانية من الحزب الديمقراطي الاجتماعي (SPD). شغلت منصب المستشارة الـ19 لألمانيا من 2005 إلى 2021. وهي أول امرأة تتولى هذا المنصب. قبل ذلك، كانت وزيرة الدفاع الألمانية من 1998 إلى 2002.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_046,egyptian,direct,fanar,arabic_centric,كام نسبة الزيت في حبة البركة؟,40%,تحتوي حبة البركة، والتي تُعرف أيضًا باسم الكمون الأسود أو الحبة السوداء، على حوالي 30-40% من الزيت الأساسي. هذا الزيت معروف بخصائصه الطبية والغذائية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_047,egyptian,direct,fanar,arabic_centric,"مين مؤلف كتاب ""12 قاعدة للحياة""؟",جوردان بيرنت بيترسون,"مؤلف كتاب ""12 قاعدة للحياة"" هو ريتشارد باخ. لكن يُرجى ملاحظة أن هذا الكتاب قد يكون معروفاً بأسماء مختلفة بناءً على الترجمة أو النسخة، ولكن بشكل عام، ريتشارد باخ هو مؤلف الكتاب الذي يُعرف عادة بـ ""12 قاعدة للحياة"". ومع ذلك، قد يكون هناك بعض الالتباس لأن هناك كتاب آخر بعنوان ""12 قاعدة للحياة"" من تأليف جيم رون. يرجى التحقق من العنوان الدقيق للكتاب الذي تشير إليه.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_048,egyptian,direct,fanar,arabic_centric,مين هم اليهود الأشكناز؟,اليهود الذين ترجع أصولهم إلى أوروبا الشرقية,"اليهود الأشكناز هم مجموعة من اليهود الذين يتحدثون لغات هندو أوروبية، وخاصة الألمانية واللهجات ذات الصلة، والتي تطورت من اللغة اليديشية. يُعتقد أنهم ينحدرون من اليهود الذين عاشوا في أوروبا الوسطى والشرقية، وخاصة في ألمانيا وروسيا وبولندا. يشكل اليهود الأشكناز اليوم غالبية اليهود في العالم، وخاصة في الولايات المتحدة وإسرائيل.

تختلف ثقافة وتقاليد اليهود الأشكناز عن تلك الخاصة باليهود السفارديين، الذين ينحدرون من اليهود الذين عاشوا في شبه الجزيرة الإيبيرية والشرق الأوسط. ومع ذلك، فإن كلا المجموعتين يتشاركان في العديد من الممارسات الدينية والطقوس المشتركة، مثل الاحتفال باليهودية، والالتزام بالشريعة اليهودية، والاحتفال بالمناسبات الدينية مثل عيد الفصح وسكوت.

يُعرف اليهود الأشكناز أيضًا بمساهماتهم الثقافية والاجتماعية في المجتمعات التي عاشوا فيها، بما في ذلك المساهمات في العلوم والفنون والسياسة. ومع ذلك، فقد واجهوا أيضًا اضطهادًا وعنفًا على مر التاريخ، وخاصة خلال الهولوكوست، عندما قتل النازيون ما يقدر بنحو ستة ملايين يهودي أوروبي.

من المهم ملاحظة أن مصطلح ""أشكناز"" ليس مصطلحًا عرقيًا، بل هو مصطلح ثقافي وديني يشير إلى مجموعة من اليهود الذين يتشاركون في تاريخ مشترك وتقاليد ثقافية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_049,egyptian,direct,fanar,arabic_centric,أمتا توفي توماس كوهين؟,17 حزيران 1996,توفي توماس كوهين في 11 نوفمبر 2016. كان توماس كوهين عالم كمبيوتر أمريكي معروف بعمله في مجال الذكاء الاصطناعي والتعلم الآلي.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_050,egyptian,direct,fanar,arabic_centric,مين هو كريستوفر ستيفنز؟,"اسمه الكامل جون كريستوفر ستيفينز ، ولد وترعرع في شمال كاليفورنيا[2] ،درس في جامعة ""بركلي""وعمل محامياً مختصاً بالشؤون التجارية الدولية في واشنطن قبل ان ينضم إلى الخارجية الأمريكية في عام 1991.يجيد ستيفنز اللغة العربية والفرنسية وقد نشر العديد من المقالات في القدس ودمشق والقاهرة, سفير الولايات المتحدة في ليبيا منذ مايو 2012 [2] وحتى وفاته",كريستوفر ستيفنز هو عالم كمبيوتر أمريكي معروف بعمله في مجال الذكاء الاصطناعي والتعلم الآلي. وهو أستاذ في جامعة ستانفورد، حيث يدرس في قسم علوم الكمبيوتر. يُعتبر ستيفنز أحد رواد التعلم العميق، وهو نوع من التعلم الآلي يستخدم الشبكات العصبية الاصطناعية. وقد ساهم بشكل كبير في تطوير تقنيات مثل الشبكات العصبية المتكررة والشبكات العصبية المتداخلة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_051,egyptian,direct,fanar,arabic_centric,إيه هي العصور الوسطى؟,التسمية التي تُطلق على الفترة الزمنية في التاريخ الأوروبي التي امتّدت من القرن الخامس حتّى القرن الخامس عشر الميلادي,العصور الوسطى، والتي تُعرف أيضًا بالعصور المظلمة، هي فترة تاريخية امتدت من القرن الخامس إلى القرن الخامس عشر تقريبًا، بعد سقوط الإمبراطورية الرومانية الغربية وحتى بداية عصر النهضة. خلال هذه الفترة، شهدت أوروبا تغيرات كبيرة في السياسة، الاقتصاد، الدين، والعلوم. كانت العصور الوسطى فترة من التطور الثقافي والاجتماعي، مع ظهور النظام الإقطاعي، الكنيسة الكاثوليكية الرومانية، واللغات الرومانسية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_052,egyptian,direct,fanar,arabic_centric,إيه هو عظم الإسك؟,الجزء الأسفل والخلفي لعظم الورك,عظم الإسك، أو عظم الإسكاف، هو أحد عظام اليد. يُعرف علمياً باسم عظم الإسكاف (Scaphoid bone). وهو جزء من المعصم ويقع في الجزء الأمامي من اليد.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_053,egyptian,direct,fanar,arabic_centric,كام آية في سورة المائدة؟,120,سورة المائدة هي السورة الخامسة في القرآن الكريم، وتتكون من 120 آية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_054,egyptian,direct,fanar,arabic_centric,إيه هو العثث؟,"مجموعة كبيرة من الحشرات القريبة من الفراشات, مجموعة كبيرة من الحشرات القريبة من الفراشات، وهي من أكثر الكائنات الحية شيوعا في العالم، حيث تتواجد في مختلف الأقاليم والمناخات",العثث هو مصطلح عامي غير رسمي يستخدم في بعض اللهجات العربية للإشارة إلى الحشرات الصغيرة التي قد توجد في المنازل أو الملابس، مثل العث أو البق. ولكن يجب التنويه أن هذا المصطلح قد لا يكون دقيقاً علمياً. إذا كنت تقصد نوعاً معيناً من الحشرات، يرجى تقديم المزيد من التفاصيل.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_055,egyptian,direct,fanar,arabic_centric,مدينة أوديسا موجودة فين؟,"جمهورية أوكرانيا, أوكرانيا",مدينة أوديسا تقع في أوكرانيا. وهي ثاني أكبر مدينة في البلاد من حيث عدد السكان.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_056,egyptian,direct,fanar,arabic_centric,إمتى اتنتج الفيلم العربي (صح النوم)؟,1975,"تم إنتاج الفيلم العربي ""صح النوم"" عام 1972.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_057,egyptian,direct,fanar,arabic_centric,إمتى اتعرض أول موسم من مسلسل امريكا قوت تالنت؟,يونيو من عام 2006,"عرض الموسم الأول من برنامج ""أمريكا غوت تالنت"" لأول مرة في 21 سبتمبر 2006.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_058,egyptian,direct,fanar,arabic_centric,مين هو الملاكم اللي اتلقب ببراون بومبر؟,جوزيف لويس بارو,"الملاكم الذي يُلقب بـ ""براون بومبر"" هو جيمس جاكسون، لكن اللقب الأكثر شهرة لهذا الملاكم هو ""سوني ليش"". قد يكون هناك بعض الالتباس في سؤالك، حيث أن ""براون بومبر"" ليس لقبًا معروفًا بشكل واسع في عالم الملاكمة. لكن إذا كنت تقصد ""سوني ليش""، فهو ملاكم أمريكي محترف سابق في الوزن المتوسط.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_059,egyptian,direct,fanar,arabic_centric,ولاية ساكسونيا موجودة فين؟,ولاية ألمانية,تقع ولاية ساكسونيا في شرق ألمانيا. وهي واحدة من الولايات الست عشرة التي تشكل جمهورية ألمانيا الاتحادية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_060,egyptian,direct,fanar,arabic_centric,جامعة أم القرى اتأسست إمتى؟,1401 هـ,تأسست جامعة أم القرى في عام 1381 هـ، والذي يوافق عام 1961 م.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
wahm_061,egyptian,direct,fanar,arabic_centric,إيه هي دوامة نفايات شمال المحيط الهادئ؟,"منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي، وتمتد إلى منطقة غير محددة الحدود بشكل دقيق، وذلك لاختلاف تركيز البلاستيك والنفايات على حسب المنطقة, منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي","دوامة نفايات شمال المحيط الهادئ، والتي تُعرف أيضًا بـ ""الحزام الكبير""، هي منطقة كبيرة من النفايات البحرية تقع في شمال المحيط الهادئ. إنها منطقة ذات دوران مائي قوي، مما يجعل من الصعب على النفايات أن تبتعد، مما يؤدي إلى تراكمها. هذه المنطقة تقع بشكل أساسي بين هاواي وكاليفورنيا، وتغطي مساحة تقدر بحوالي 1.6 مليون كيلومتر مربع. تتكون من نفايات بلاستيكية صغيرة، مثل قطع البلاستيك، والشبكات، والزجاجات، وغيرها من المواد التي يمكن أن تسبب ضرراً كبيراً للحياة البحرية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,
