sample_id,qid,variety,question,gold_answer,answer,human_label,error_type,comments
audit_208,wahm_166,egyptian,إمتى بيوافق اليوم العالمي لحقوق الطفل؟,20 نوفمبر,"العيد العالمي لحقوق الطفل يوافق في **25 نوفمبر** من كل عام.

هذا اليوم يُحتفل به من قبل الأمم المتحدة والمجتمع الدولي للاحتفاء بحقوق الأطفال وتعزيز الوعي بها، ويعتبر مناسبة لتقديم الدعم للسياسات والبرامج التي تهدف إلى حماية الأطفال وتحقيق حقوقهم في جميع أنحاء العالم.",,,
audit_017,wahm_192,msa,متى تأسست المحكمة الجنائية الدولية؟,2002,المحكمة الجنائية الدولية تأسست في الأول من يوليو عام 2002، وهي أول محكمة قادرة على محاكمة الأفراد المتهمين بجرائم الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب. وقد حلت محل المحكمة الجنائية الدولية المؤقتة التي أنشئت في عام 1993 لمحاكمة جرائم الحرب في يوغوسلافيا السابقة. أتمنى أن تكون إجابتي مفيدة.,,,
audit_076,wahm_009,sudanese,كان اسم حصان الرسول صلى الله عليه وسلم شنو؟,البراق,"كان اسم حصان الرسول صلى الله عليه وسلم شنو؟
كان اسم حصان الرسول صلى الله عليه وسلم شنو؟
كان اسم حصان الرسول صلى الله عليه وسلم شنو؟
كان اسم حصان الرسول صلى الله100% of the proceeds from the sale of this book will be donated to the American Red Cross to help the victims of Hurricane Katrina.
The first book in the series, The Adventures of the Little Red Hen, is a classic story of a hen who works hard to plant, harvest, and bake bread. When she asks her friends to help her bake the bread, they all say, ""I'm too busy."" When the bread is ready, the Little Red Hen asks her friends to help her eat the bread. They all say, ""I'm too busy."" The Little Red Hen eats the bread all by herself.
The second book in the series, The Adventures of the Little Red Hen and the Big Bad Wolf, is a classic story of a hen who works hard to plant, harvest, and bake bread. When she asks her friends to help her bake the bread, they all say, ""I'm too busy."" When the bread is ready, the Little Red Hen asks her friends to help her eat the bread. They all say, ""I'm too busy."" The Little Red Hen eats the bread all by herself.
The third book in the series, The Adventures of the Little Red Hen and the Big Bad Wolf, is a classic story of a hen who works hard to plant, harvest, and bake bread. When she asks her friends to help her bake the bread, they all say, ""I'm too busy."" When the bread is ready, the Little Red Hen asks her friends to help her eat the bread. They all say, ""I'm too busy."" The Little Red Hen eats the bread all by herself.
The fourth book in the series, The Adventures of the Little Red Hen and the Big Bad Wolf, is a classic story of a hen who works hard to plant, harvest, and bake bread. When she asks her friends to help her bake the bread, they all say, ""I'm too busy."" When the bread is ready, the Little Red Hen asks her friends to help her eat the bread. They all say, ""I'm too busy."" The Little Red Hen eats the bread all by herself.
The fifth book in the series, The Adventures of the Little Red Hen and",,,
audit_002,wahm_279,msa,ما هي فوائد الصيام ؟,حسية ومعنوية,"الصيام هو من العبادات التي تُمارس في الإسلام، وله فوائد عديدة تشمل الجوانب الدينية والروحية والجسدية والاجتماعية. إليك أبرز فوائد الصيام:

---

### **1. فوائد دينية وروحية:**
- **تعزيز الإيمان والالتزام بالدين:** الصيام يُعتبر من أركان الإسلام الأربعة، وهو وسيلة للتقرب إلى الله.
- **تنمية التقوى والوعي بالمسؤولية:** يُساعد الصائم على التحكم في رغباته واحتياجاته، مما يعزز الإحساس بالمسؤولية.
- **التأمل في الذات والتحلي بالصبر:** الصيام يُساعد على التفكير في حياة الإنسان وطبيعة وجوده، مما يُعزز التأمل والوعي الذاتي.
- **التحفيز على التصدق والعمل الخيري:** يُشجع الصيام على التصدق والعمل الصالح، خاصة في شهر رمضان.

---

### **2. فوائد صحية:**
- **تحسين وظائف الكبد:** يُساعد الصيام على تنظيف الكبد وتحسين وظائفه.
- **تقليل الالتهابات:** بعض الدراسات تشير إلى أن الصيام قد يقلل من الالتهابات في الجسم.
- **تحسين التمثيل الغذائي:** يُساعد الصيام على تحسين عملية التمثيل الغذائي، مما يُقلل من خطر الإصابة بأمراض مثل السكري والسرطان.
- **تقليل ضغط الدم:** قد يساعد الصيام في تقليل ضغط الدم المرتفع.
- **تقوية الجهاز المناعي:** بعض الأبحاث تشير إلى أن الصيام قد يعزز جهاز المناعة.

---

### **3. فوائد نفسية:**
- **تحسين المزاج:** يُساعد الصيام على تحسين المزاج وزيادة الشعور بالراحة النفسية.
- **تقليل التوتر والقلق:** يُمكن أن يُساعد الصيام على تقليل مستويات هرمون الكورتيزول (الهرمون المرتبط بالتوتر).
- **تعزيز التركيز والوعي:** يُساعد الص",,,
audit_244,wahm_131,gulf,وين انولدت هيلينا بتروفنا بلافاتسكي؟,إقليم أيكانزينسلاف,"وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين انولدت هيلينا بتروفنا بلافاتسكي؟
وين",,,
audit_037,wahm_015,egyptian,بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟,"500 إلى 600 بيضه, بين 500 إلى 600","بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بيض السلمندر اللي بتحطه الأنثى بين كام وكام؟
بيتراوح عدد بي",,,
audit_032,wahm_264,egyptian,رئاسة إلوي ألفارو لجمهورية الإكوادور دامت قد إيه؟,1897-1901 و1906-1911,رئاسة إلوي ألفارو دامت من ١٩٣٢ لغاية ١٩٤٥، يعني حوالي ١٣ سنة. كان رئيس قوي جدا في الإكوادور وعمل حاجات كتير مهمة في البلد. يعني زي ما نقول كده كان زي الأب الروحي للإكوادور في الفترة دي.,,,
audit_198,wahm_254,gulf,متى تأسست محطة الفضاء الدولية؟,20 نوفمبر 1998,"أسست محطة الفضاء الدولية (International Space Station - ISS) في عام **1998**، وتم بناؤها تدريجيًا على مدار عدة سنوات من قبل عدة دول تشارك في برنامجها، بما في ذلك الولايات المتحدة، وروسيا، واليابان، وألمانيا، وكندا.

تُعتبر محطة الفضاء الدولية أحدث وأكبر محطة فضاء تُستخدم حاليًا، وتُستخدم كمختبر علمي ومركزي للتعاون الدولي في مجال الفضاء.",,,
audit_191,wahm_295,levantine,شو هو الإسفنج المهبلي؟,إحدى وسائل تحديد النسل,"الإسفنج المهبلي هو وسيلة لمنع الحمل، وهو عبارة عن قطعة من الإسفنج المبطن بالرغوة، وتوضع في المهبل قبل ممارسة الجنس، وتعمل على منع الحيوانات المنوية من الوصول إلى البويضة.
كيف يعمل الإسفنج المهبلي؟
يعمل الإسفنج المهبلي على منع الحيوانات المنوية من الوصول إلى البويضة، وذلك عن طريق:
منع الحيوانات المنوية من الدخول إلى المهبل.
منع الحيوانات المنوية من الوصول إلى البويضة.
ما هي فوائد الإسفنج المهبلي؟
هناك العديد من الفوائد للإسفنج المهبلي، ومنها:
سهولة الاستخدام: يمكن استخدام الإسفنج المهبلي بسهولة، ولا يحتاج إلى وصفة طبية.
فعالية: الإسفنج المهبلي فعال في منع الحمل، وله معدل فشل منخفض.
أمان: الإسفنج المهبلي آمن للاستخدام، ولا يسبب أي آثار جانبية خطيرة.
ما هي أضرار الإسفنج المهبلي؟
هناك بعض الأضرار للإسفنج المهبلي، ومنها:
زيادة خطر الإصابة بالعدوى: يمكن للإسفنج المهبلي أن يزيد من خطر الإصابة بالعدوى، خاصة إذا تم استخدامه لفترة طويلة.
زيادة خطر الإصابة بالتهاب المهبل: يمكن للإسفنج المهبلي أن يزيد من خطر الإصابة بالتهاب المهبل، خاصة إذا تم استخدامه لفترة طويلة.
زيادة خطر الإصابة بالتهاب الحوض: يمكن للإسفنج المهبلي أن يزيد من خطر الإصابة بالتهاب الحوض، خاصة إذا تم استخدامه لفترة طويلة.
ما هي الآثار الجانبية للإسفنج المهبلي؟
هناك بعض الآثار الجانبية للإسفنج المهبلي، ومنها:
النزيف: يمكن أن يسبب الإسفنج المهبلي النزيف، خاصة إذا تم استخدامه لفترة طويلة.
التهيج: يمكن أن يسبب الإسفنج المهبلي التهيج، خاصة إذا تم استخدامه لفترة طويلة.
الحكة: يمكن أن يسبب الإسفنج المهبلي الحكة، خاصة إذا تم استخدامه لفترة طويلة.
ما هي الاحتياطات التي يجب اتخاذها عند استخدام",,,
audit_111,wahm_212,levantine,مين كان أول قائد لجيش بانزر الرابع؟,إريش فون مانشتاين,"أول قائد لجيش بانزر الرابع كان الجنرال الألماني **إريش هوبنر** (Erich Hoepner).  
تولى قيادته عندما كان يُعرف باسم **مجموعة بانزر الرابعة** قبل أن يُعاد تسميته إلى **جيش بانزر الرابع** عام 1942.",,,
audit_016,wahm_186,levantine,شو هو الرادار؟,"نظام يستخدم موجات كهرومغناطيسية للتعرف على بعد وارتفاع واتجاه وسرعة الأجسام الثابتة والمتحركة, نظام يستخدم موجات كهرومغناطيسية للتعرف على بعد وارتفاع واتجاه وسرعة الأجسام الثابتة والمتحركة كالطائرات، والسفن، والعربات، وحالة الطقس، وشكل التضاريس","الرادار هو نظام يستخدم الموجات الكهرومغناطيسية للكشف عن الأجسام وتحديد مواقعها وسرعتها واتجاهها. يعمل الرادار عن طريق إرسال نبضات من الموجات الكهرومغناطيسية، وعندما تصطدم هذه الموجات بجسم ما، تنعكس وتعود إلى جهاز الاستقبال في الرادار. يقوم الرادار بتحليل هذه الإشارات المنعكسة لتحديد خصائص الجسم، مثل حجمه وشكله وسرعته.

الرادار يُستخدم في العديد من التطبيقات مثل الطيران، حيث يساعد الطيارين في تحديد مواقع الطائرات الأخرى والعوائق الجوية، وفي الأرصاد الجوية لمراقبة الطقس والتنبؤ بالعواصف، وفي الملاحة البحرية لتجنب الاصطدامات، وفي الأنظمة العسكرية للكشف عن الأهداف وتتبعها.

تقنية الرادار تعتمد على مبادئ الفيزياء، وخاصة في مجال الموجات الكهرومغناطيسية، وهي تلعب دورًا حيويًا في العديد من المجالات الحيوية والأمنية.",,,
audit_164,wahm_052,egyptian,إيه هو عظم الإسك؟,الجزء الأسفل والخلفي لعظم الورك,"عظم الإسك هو أصغر عظمة في جسم الإنسان، وبيكون موجود في القدم، وتحديداً في الكعب. وبيكون له دور مهم في نقل الوزن من القدم إلى الساق، وبيساعد في الحفاظ على التوازن أثناء المشي والجري. عظم الإسك هو جزء من مجموعة العظام الصغيرة اللي بتسمى ""العظام السمسمية""، واللي بتساهم في تقليل الاحتكاك بين الأوتار والعضلات، مما بيخلي الحركة أكثر سلاسة.",,,
audit_153,wahm_039,msa,ما مساحة جورجيا؟,69.700 كم2,"مساحة جورجيا تبلغ حوالي **39,797 كيلومتر مربع** (أو 15,362 ميل مربع). تقع جورجيا في جنوب شرق أوروبا، وتُعتبر واحدة من أصغر الدول في أوروبا من حيث المساحة.",,,
audit_088,wahm_194,msa,ما هو حديث الكساء؟,حديث نبوي، تحدَّث به رسول الإسلام محمد في فضل أهل بيته,"ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟
ما هو حديث الكساء؟",,,
audit_093,wahm_014,levantine,وين ولد صدام حسين؟,قرية العوجة,صدام حسين ولد في قرية العوجة التي تبعد 23 كيلومتراً شمال مدينة تكريت في محافظة صلاح الدين. للعراق. كان والده يعمل في فلاحة الأرض، وكان صدام حسين الابن الرابع من بين ثمانية أبناء في عائلة تنتمي إلى الحزب العربي الاشتراكي.,,,
audit_213,wahm_103,sudanese,عدد المسيحيين الأردنيين كم؟,"174,000 إلى 390,000 نسمة, من 174,000 إلى 390,000","في عام 2023، يُقدّر عدد المسيحيين الأردنيين بحوالي **150,000 نسمة**، أي ما يقارب **5.5% من إجمالي سكان الأردن**، الذين يبلغ عددهم حوالي 10 مليون نسمة.

يُعتبر الأرمن والمارونيتون والكاثوليك والبروتستانت والأنطاكيون من أكبر المجموعات المسيحية في الأردن. يعيش معظم المسيحيين في المدن الكبرى مثل عمان وSalt وAmman وIrbid.

يُذكر أن الأردن يُعدّ من الدول العربية التي تتمتع بتنوع ديني نسبيًا، حيث تعيش الأديان الثلاثة (الإسلام، المسيحية، والديانات الأخرى) بسلام وتعاون.",,,
audit_225,wahm_204,sudanese,شنو الطب النووي؟,"فرع من الطب يستعمل المواد المشعة في التصوير الطبي أو التشخيص المَرَضِيّ, هو فرع من الطب يستعمل المواد المشعة في التصوير الطبي أو التشخيص المَرَضِيّ","الطب النووي (أو الطب الإشعاعي) هو فرع من فروع الطب يركز على استخدام الإشعاع (الإشعاع النووي أو الإشعاع النووي) في تشخيص وعلاج الأمراض. يُستخدم الإشعاع في عدة طرق، مثل:

### 1. **التشخيص الإشعاعي (التصوير الإشعاعي):**
- **التصوير بالرنين المغناطيسي (MRI):** لا يُعتبر طبًا نوويًا، لكنه يُستخدم في التشخيص.
- **التصوير بالأشعة السينية (X-ray):** يُستخدم لتصوير العظام والرئتين.
- **التصوير بالنظير (Nuclear Medicine Imaging):** يُستخدم إشعاع نظير (ذرة مُعدَّلة) مُحقَّن في الجسم لتصوير الأعضاء والأنسجة. من أمثلة ذلك:
  - **التصوير بالعَصَب (SPECT):** يُستخدم لتصوير الدماغ والقلب.
  - **التصوير بالأشعة النووية (PET):** يُستخدم للكشف عن السرطان والاضطرابات العصبية.

### 2. **العلاج الإشعاعي:**
- **العلاج الإشعاعي (Radiotherapy):** يُستخدم الإشعاع لقتل الخلايا السرطانية أو تقليل حجم الأورام. يُستخدم في علاج السرطانات مثل:
  - سرطان الثدي
  - سرطان الرئة
  - سرطان الدم
  - سرطانات الدماغ
- **العلاج الإشعاعي الداخلي (Brachytherapy):** يتم وضع مصادر الإشعاع داخل الجسم بالقرب من الورم.

### 3. **العلاج الإشعاعي للإشعاعات (Radioisotope Therapy):**
- استخدام نظيرات مشعة (مثل اليود-131) لعلاج أمراض مثل:
  - سرطان الغدة الدرقية
  - اضطرابات الغدة الدرقية

### 4. **العلاج الإشعاعي في الطب النووي:**
- يُستخدم الإشعاع لعلاج الأمراض غير السرطانية أيضًا، مثل:
  - علاج اض",,,
audit_051,wahm_029,msa,ما هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,"ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما هي عملية التركيب الضوئي؟
ما",,,
audit_145,wahm_191,egyptian,إيه كانت مهنة محمود أحمدي نِجَاد قبل الرئاسة؟,عمدةً لبلدية طهران,محمود أحمدي نِجَاد كان أستاذ جامعي قبل ما يترشح لرئاسة الجمهورية في إيران سنة 2005، وفاز بالمنصب. اللي خلى الناس تتفاجئ من فوزه، لإنه كان غير معروف على نطاق واسع، وكان من خارج التيار السياسي التقليدي في إيران.,,,
audit_220,wahm_013,msa,ما هي المحاسبة المالية ؟,تسجيل وتبويب المدخلات والعمليات التي تمثل الأحداث الاقتصادية وفق نظام معين,"المحاسبة المالية هي فرع من فروع المحاسبة تقوم بقياس، تلخيص، وتفسير المعلومات المالية الماضية والحالية، والتنبؤ بالتدفقات النقدية والأداء المالي المستقبلي. وهي تركز على إعداد التقارير المالية الخارجية، مثل البيانات المالية، التي توفر معلومات مالية عن الشركة للمستثمرين، الدائنين، والجهات التنظيمية.

المحاسبة المالية هي نظام معلومات يوفر معلومات مالية دقيقة وموثوقة عن الأداء المالي، المركز المالي، والتدفقات النقدية للشركة. هذه المعلومات ضرورية لاتخاذ القرارات المالية والاستراتيجية، وتساعد في تقييم الأداء المالي للشركة، تحديد نقاط القوة والضعف، واتخاذ قرارات مستنيرة بشأن الاستثمارات، التمويل، وإدارة المخاطر.

من خلال المحاسبة المالية، يمكن للشركات:

1. **تقييم الأداء المالي**: من خلال إعداد البيانات المالية مثل الميزانية العمومية، قائمة الدخل، وقائمة التدفقات النقدية، يمكن للشركات تقييم أدائها المالي.
2. **تحديد نقاط القوة والضعف**: يمكن للشركات تحديد نقاط القوة والضعف في عملياتها المالية من خلال تحليل البيانات المالية.
3. **اتخاذ قرارات مستنيرة**: توفر المحاسبة المالية معلومات دقيقة وموثوقة تساعد في اتخاذ قرارات مالية واستراتيجية مستنيرة.
4. **تلبية متطلبات الجهات التنظيمية**: تساعد المحاسبة المالية الشركات في تلبية متطلبات الجهات التنظيمية مثل هيئة السوق المالية.
5. **تقييم الأداء المالي**: يمكن للمستثمرين والدائنين تقييم الأداء المالي للشركة واتخاذ قرارات استثمارية مستنيرة.

المحاسبة المالية هي أداة أساسية لإدارة الأعمال، وتساعد في تحقيق الشفافية المالية، وتعزيز الثقة بين أصحاب المصلحة، وضمان الامتثال للمتطلبات القانونية والتنظيمية.",,,
audit_217,wahm_148,levantine,وين موجودة مدينة الحبيلين؟,محافظة لحج,"مدينة الحبيلين هي مدينة تقع في **السودان**، في **ولاية جنوب دارفور**. تُعتبر واحدة من المدن الأقل تعدادًا سكانًا في السودان، وتقع في منطقة جبلية، مما يجعلها تتميز بمناخ معتدل نسبيًا مقارنة بمناطق أخرى في دارفور.

تُعرف مدينة الحبيلين بوجود **دير الحبيلين**، وهو دير تاريخي وديني يعود إلى العصور الوسطى، ويُعتبر من الأماكن الأثرية المهمة في المنطقة.

إذا كنت تبحث عن معلومات أكثر تفصيلًا عن الحبيلين، مثل المسافات، أو السياحة، أو التضاريس، يمكنني مساعدتك في ذلك أيضًا.",,,
audit_140,wahm_001,sudanese,منو مكتشف المرو أو الكوارتز؟,"(بيير كوري) وأخوه (جاك), بيير كوري) وأخوه (جاك",الفرنسي لويس-فيكتور دي برولي. هو عالم فيزياء فرنسي، وحاز على جائزة نوبل في الفيزياء عام 1929م، وهو مكتشف ظاهرة الانعراج في الإلكترونات، كما اكتشف أن الإلكترونات لها خصائص موجية، وهو ما يعرف اليوم بمبدأ دي برولي.,,,
audit_143,wahm_251,msa,ما هو تعريف المؤسسة؟,"استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي فهي تتحكم في سلوك مجموعة من الافراد داخل مجتمع معين, استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي",المؤسسة هي كيان منظم يهدف إلى تحقيق أهداف معينة من خلال تقديم منتجات أو خدمات، أو تنفيذ مشاريع، أو تقديم خدمات اجتماعية أو ثقافية أو تعليمية. تُعتبر المؤسسة وسيلة لتنظيم العمل وتوزيع المهام بين الأفراد لتحقيق الأهداف المحددة بكفاءة وفعالية.,,,
audit_155,wahm_038,egyptian,إمتى رسم فان كوخ لوحة ليلة النجوم؟,1889 م,"إمتى رسم فان كوخ لوحة ليلة النجوم؟
إمتى رسم فان كوخ لوحة ليلة النجوم؟
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
رسم فان كوخ لوحة ليلة النجوم في عام 1889.
ر",,,
