sample_id,qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,layer2_decision_threshold,combined_decision,combined_label,headline_failure_label,source_file,audit_route,threshold_band
audit_136,wahm_269,levantine,direct,fanar,arabic_centric,شو هو مقياس الإشعاع؟,جهاز يستخدم لقياس شدة الإشعاع الكهرومغناطيسي مثل الضوء,"مقياس الإشعاع هو جهاز يستخدم لقياس كمية الإشعاع التي تصل إلى سطح الأرض.
وهو عبارة عن جهاز صغير الحجم يحتوي على عداد جيجر الذي يقوم بقياس كمية الإشعاع التي تصل إلى سطح الأرض.
ويستخدم مقياس الإشعاع في العديد من المجالات، مثل:
قياس مستوى الإشعاع في البيئة.
قياس مستوى الإشعاع في الأماكن المغلقة.
قياس مستوى الإشعاع في الأماكن المفتوحة.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مواد مشعة.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.
قياس مستوى الإشعاع في الأماكن التي تحتوي على مصادر إشعاعية.",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:50:27+00:00,,0.625,defer,,0.056268,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_clean,near_0.20
audit_137,wahm_147,sudanese,direct,allam,arabic_centric,الأدوية شنو؟,أية مادة تستعمل في تشخيص أو معالجة الأمراض التي تصيب الإنسان أو الحيوان، أو التي تفيد في تخفيف وطأتها أو الوقاية منها,الأدوية هي المواد اللي كاتخفف الألم، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض، أو تعالج الأمراض,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:49:48+00:00,,0.167,degeneration,heavy_repetition,,,degeneration,,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer1_degeneration,not_applicable
audit_138,wahm_040,egyptian,direct,fanar,arabic_centric,مين مؤلف مانجا بيرسيرك؟,كينتارو ميورا,"مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا بيرسيرك؟
مين مؤلف مانجا",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:46:02+00:00,,0.000,defer,,0.928148,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_hallucination,far
audit_139,wahm_067,levantine,direct,fanar,arabic_centric,إيمتى توفى هتلر؟,30 أبريل 1945,"إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى توفى هتلر؟
إيمتى ت",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:43+00:00,,0.000,degeneration,heavy_repetition,,,degeneration,,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer1_degeneration,not_applicable
audit_140,wahm_138,gulf,direct,allam,arabic_centric,شلون توفى راجيف راتنا غاندي؟,اغتيل,راجيف راتنا غاندي اغتيل في 21 مايو 1991، عندما كان رئيس وزراء الهند، أثناء زيارته لمدينة أحمد آباد في ولاية غوجارات، حيث انفجرت قنبلة تحت منصة العرض، مما أدى إلى مقتله و15 آخرين. وكان راجيف غاندي قد خلف والدته إنديرا غاندي بعد اغتيالها في عام 1984، ليصبح بذلك أول رئيس وزراء هندي يتولى المنصب خلفاً لرئيس وزراء من عائلته.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:28:01+00:00,,1.000,defer,,0.114747,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_141,wahm_013,levantine,direct,qwen3-8b,multilingual,شو هي المحاسبة المالية؟,تسجيل وتبويب المدخلات والعمليات التي تمثل الأحداث الاقتصادية وفق نظام معين,"المحاسبة المالية هي فرع من فروع المحاسبة يُعنى بتسجيل، تحليل، وتقديم المعلومات المالية للشركة أو المؤسسة، بهدف مساعدة الإدارة والمستثمرين والجهات الخارجية في اتخاذ قرارات مدروسة.

### أهداف المحاسبة المالية:
1. **تسجيل المعاملات**: تسجيل جميع المعاملات المالية التي تحدث في المؤسسة بطريقة منتظمة ودقيقة.
2. **إعداد القوائم المالية**: إعداد القوائم المالية مثل:
   - **القوائم المالية** (Balance Sheet)
   - **تقرير الدخل** (Income Statement)
   - **تقرير التغيرات في حقوق المساهمين** (Statement of Changes in Equity)
   - **تقرير التدفقات النقدية** (Cash Flow Statement)
3. **تقديم المعلومات المالية**: تقديم هذه المعلومات إلى الجهات المعنية مثل المستثمرين، المدققين، والجهات التنظيمية.
4. **الرقابة على استخدام الموارد**: مساعدة الإدارة في مراقبة استخدام الموارد المالية وتحقيق الأهداف المحددة.

### مبادئ المحاسبة المالية:
تُتبع المحاسبة المالية مجموعة من المبادئ الأساسية، منها:
- **الاستمرارية** (Going Concern)
- **القيمة التاريخية** (Historical Cost)
- **الاستقلالية** (Objectivity)
- **الملاءمة** (Materiality)
- **الوضوح** (Clarity)
- **التوافق** (Consistency)
- **الاستحقاق** (Accrual Basis)

### أهمية المحاسبة المالية:
- تساعد في اتخاذ قرارات مالية مدروسة.
- تُظهر صحة وصحة المؤسسة المالية.
- تُستخدم في تقييم أداء المؤسسة.
- تُستخدم في تقييم القيمة السوقية للمؤسسة.
- تُستخدم في تقييم الالتزامات والالتزامات المالية.

### مهنة المحاسب المالي:
المحاسب المالي هو الشخص الذي يُمارس المهنة في مجال المحاسبة المالية، ويُعد القوائم المالية، ويُشرف على عمليات المحاسبة، ويُقدم التقارير المالية للجهات المعنية.

إذا كنت ترغب في",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:29:18+00:00,,0.182,defer,,0.331289,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_hallucination,near_0.20
audit_142,wahm_019,levantine,direct,allam,arabic_centric,مين مؤسس حركة الجهاد الإسلامي بمصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي",صالح سرية. وكان صالح من الضباط الأحرار وعمل لفترة قصيرة في الجيش المصري، ثم انتقل إلى فلسطين والتحق بدورة ضباط في الأردن، ثم عاد إلى مصر ليواصل دراسته في كلية أصول الدين بجامعة الأزهر، ثم حصل على دبلوم دار المعلمين في طرابلس لبنان، ثم عاد إلى فلسطين ليعمل مدرسًا في الكلية الإبراهيمية في القدس، ثم انتقل إلى الكلية الإسلامية في نابلس، ثم عاد إلى مصر ليواصل دراسته في جامعة الإمام محمد بن سعود في الرياض، ثم عاد إلى فلسطين ليعمل مدرسًا في الكلية الإبراهيمية حتى عام 1974م، ثم انتقل إلى الأردن ليعمل إمامًا لمسجد في منطقة الهاشمي الشمالي في عمان، ثم انتقل إلى مسجد في منطقة البارحة في محافظة أربد، ثم انتقل إلى مسجد في منطقة الهاشمي الجنوبي في عمان، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة النصر في عمان، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي الشمالي، ثم انتقل إلى مسجد في منطقة الهاشمي,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:40:17+00:00,,0.182,defer,,0.209561,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.05
audit_143,wahm_232,levantine,direct,allam,arabic_centric,إيمتى استلم محمد جواد ظریف وزارة الخارجية الايرانية؟,"15 أغسطس 2013, أغسطس 2013",استلم محمد جواد ظریف وزارة الخارجية الايرانية في عام 2013م في حكومة الرئيس حسن روحاني، وأعيد تعيينه في ذات المنصب في حكومة الرئيس روحاني الثانية التي بدأت في عام 2017م. وقد شغل ظريف منصب وزير الخارجية في إيران منذ عام 2013م حتى عام 2021م، حيث قدم استقالته في 26 يونيو 2021م، وتم قبولها في اليوم التالي.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:45:56+00:00,,0.000,defer,,0.905829,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,far
audit_144,wahm_124,gulf,direct,qwen3-8b,multilingual,متى انولد مصطفى فخار بن حميدو بن علال؟,مارس 1892م,"لا يوجد معلومات موثوقة أو تاريخية معروفة عن شخص يُدعى ""مصطفى فخار بن حميدو بن علال"" في السياقات التاريخية أو الثقافية المعروفة. قد يكون هذا الاسم من أسماء الأشخاص في سياق محلي أو قبلي أو حتى من أسماء الشخصيات التي لم تُسجل بشكل واسع في المصادر التاريخية.

إذا كنت تشير إلى شخصية معينة من سياق معين (مثل شخصية قبائل أو شخصية تاريخية محلية أو حتى شخصية من الأدب أو السينما أو الأفلام)، يُفضل أن توضح السياق أو المكان أو الفترة الزمنية التي تشير إليها، لكي أتمكن من مساعدتك بشكل أفضل.

هل يمكنك توضيح السياق أو المكان الذي تتحدث عنه؟",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:27:02+00:00,,0.000,defer,,0.966441,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_hallucination,far
audit_145,wahm_093,gulf,direct,gpt55,multilingual,متى انبنى جامع الزيتونة في تونس؟,698,بُني **جامع الزيتونة** في تونس في أواخر القرن الأوّل الهجري؛ إذ تُنسب نواته الأولى إلى سنة **79 هـ / 698 م** على يد **حسان بن النعمان**، ثم جرى استكماله أو إعادة بنائه وتوسيعه سنة **114 هـ / 732 م** في عهد **عبيد الله بن الحبحاب**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,,0.379479,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_hallucination,near_0.20
audit_146,wahm_073,egyptian,direct,jais,arabic_centric,نهر ليمبوبو بينبع منين؟,جنوب وسط أفريقيا,نهر ليمبوبو بينبع من جبال Drakensberg في جنوب أفريقيا، وبالتحديد من منطقة Lesotho.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:30:26+00:00,,0.667,defer,,0.143576,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_clean,near_0.20
audit_147,wahm_208,levantine,direct,jais,arabic_centric,وين بيقع اتحاد كرة القدم لكرة القدم؟,"باريس, زيورخ",يقع مقر اتحاد كرة القدم لكرة القدم (FIFA) في زيورخ، سويسرا.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:38:59+00:00,,1.000,defer,,0.374200,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,near_0.20
audit_148,wahm_220,sudanese,direct,fanar,arabic_centric,الأزمة الاقتصادية في اليونان بدت متين؟,أبريل 2010,"بدأت الأزمة الاقتصادية في اليونان في أواخر عام 2009، بعد أن كشفت الحكومة عن عجز مالي أكبر بكثير مما كان معلناً سابقاً. هذا أدى إلى فقدان الثقة في الاقتصاد اليوناني، مما تسبب في ارتفاع أسعار الفائدة على الديون اليونانية، وزيادة الضغوط المالية على البلاد. ومع ذلك، من المهم ملاحظة أن الأزمة لم تبدأ فجأة، بل كانت نتيجة لسنوات من النمو غير المستدام، والفساد، والسياسات المالية غير المسؤولة.

في عام 2010، اضطرت اليونان إلى طلب مساعدة مالية من الاتحاد الأوروبي وصندوق النقد الدولي (IMF) لتجنب الإفلاس. وقد أدى ذلك إلى برنامج إنقاذ طويل الأمد، شمل إجراءات تقشفية صارمة، مثل خفض الإنفاق الحكومي، وزيادة الضرائب، وإصلاحات سوق العمل.

على الرغم من هذه الجهود، استمرت الأزمة في التأثير على الاقتصاد اليوناني، مع ارتفاع معدلات البطالة، وانخفاض الناتج المحلي الإجمالي، وتراجع المعيشة. ومع ذلك، فقد شهدت اليونان مؤخراً بعض علامات التعافي، مع انخفاض معدلات البطالة، ونمو الاقتصاد، وعودة الاستقرار المالي.

ومع ذلك، لا يزال من السابق لأوانه القول إن الأزمة قد انتهت تمامًا، حيث لا تزال اليونان تواجه تحديات اقتصادية، بما في ذلك ارتفاع مستويات الديون، والبطالة المرتفعة، والهجرة. ومع ذلك، فإن جهود الإصلاح المستمرة، والتعاون مع المؤسسات الدولية، والنمو الاقتصادي المستدام يمكن أن يساعد في ضمان مستقبل أكثر إشراقًا لليونان.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:23:19+00:00,,0.500,defer,,0.867029,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_hallucination,far
audit_149,wahm_231,msa,direct,jais,arabic_centric,ما هو مجمع الكرادلة؟,"الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية. ويشكل أعلى هيئة استشارية في الكرسي الرسولي, الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية",هو هيئة من الكرادلة الرومانيين الكاثوليك في الكنيسة الكاثوليكية,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:23:49+00:00,,0.385,defer,,0.054913,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_clean,near_0.20
audit_150,wahm_003,gulf,direct,fanar,arabic_centric,وين موجود مسجد السلطان عبد المجيد؟,مدينة جبيل اللبنانية,"مسجد السلطان عبد المجيد هو مسجد تاريخي يقع في منطقة الفاتح في اسطنبول، تركيا. تم بناء المسجد في عام 1863 خلال عهد السلطان عبد المجيد الأول، وهو أحد المساجد التاريخية في اسطنبول.
يقع مسجد السلطان عبد المجيد في منطقة الفاتح في اسطنبول، تركيا. يمكن الوصول إليه بسهولة عن طريق وسائل النقل العام، مثل الحافلات أو المترو.
ما هي أوقات الصلاة في مسجد السلطان عبد المجيد؟
أوقات الصلاة في مسجد السلطان عبد المجيد هي كما يلي:
الفجر: 5:00 صباحًا
الظهر: 12:00 ظهرًا
العصر: 3:00 مساءً
المغرب: 6:00 مساءً
العشاء: 8:00 مساءً
ما هي أهمية مسجد السلطان عبد المجيد؟
مسجد السلطان عبد المجيد هو أحد المساجد التاريخية في اسطنبول، وهو يعتبر من أهم المعالم السياحية في المدينة. تم بناء المسجد في عام 1863 خلال عهد السلطان عبد المجيد الأول، وهو يعتبر من أهم الأمثلة على العمارة العثمانية في اسطنبول.
ما هي أهمية مسجد السلطان عبد المجيد؟
مسجد السلطان عبد المجيد هو أحد المساجد التاريخية في اسطنبول، وهو يعتبر من أهم المعالم السياحية في المدينة. تم بناء المسجد في عام 1863 خلال عهد السلطان عبد المجيد الأول، وهو يعتبر من أهم الأمثلة على العمارة العثمانية في اسطنبول.
ما هي أهمية مسجد السلطان عبد المجيد؟
مسجد السلطان عبد المجيد هو أحد المساجد التاريخية في اسطنبول، وهو يعتبر من أهم المعالم السياحية في المدينة. تم بناء المسجد في عام 1863 خلال عهد السلطان عبد المجيد الأول، وهو يعتبر من أهم الأمثلة على العمارة العثمانية في اسطنبول.
ما هي أهمية مسجد السلطان عبد المجيد؟
مسجد السلطان عبد المجيد هو أحد المساجد التاريخية في اسطنبول، وهو يعتبر من أهم المعالم السياحية في المدينة. تم بناء المسجد في عام 1863 خلال عهد السلطان عبد المجيد الأول، وهو يعتبر من",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:43:06+00:00,,0.000,defer,,0.845819,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_hallucination,far
audit_151,wahm_125,sudanese,direct,allam,arabic_centric,في سنة كم عبد الفتاح السيسي مسك الحكم في مصر؟,2014,تولى عبدالفتاح السيسي رئاسة جمهورية مصر العربية في الثالث من يوليو 2014م، بعد أن حصل على حوالي 97% من أصوات الناخبين الذين بلغ عددهم أكثر من 24 مليون ناخب، وقد جاء ذلك بعد أن أطاح بالرئيس السابق محمد مرسي في الثالث من يوليو 2013م، بعد أن خرج ملايين المصريين في مظاهرات تطالب بعزله، وقد تم انتخابه لفترة رئاسية ثانية في عام 2018م، بعد أن حصل على أكثر من 50% من أصوات الناخبين، وقد شهدت فترة رئاسته العديد من الإنجازات والمشاريع التنموية الكبرى، مثل مشروع قناة السويس الجديدة، ومشروع العاصمة الإدارية الجديدة، ومشروع المليون ونصف المليون فدان، وغيرها من المشاريع التي تهدف إلى تحقيق التنمية المستدامة في مصر. أتمنى أن تكون إجابتي مفيدة.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:49:32+00:00,,0.000,defer,,0.407104,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,near_0.20
